FIP_ID,STATE,COUNTY,79_SAMPLEDLANDWATER_ACRES,79_SE,79_SE_PERCENT,79_PLOT_COUNT,2_FORESTLAND_ACRES,2_SE,2_SE_PERCENT,2_PLOT_COUNT,20_NETSAWLOGVOLSAWTMBR_BRDFT,20_SE,20_SE_PERCENT,20_PLOT_COUNT,14_NETMERCHBOLELIVETREES_CBFT,14_SE,14_SE_PERCENT,14_PLOT_COUNT,203_AVGNETGROWTHSAWTMBR_BRDFT,203_SE,203_SE_PERCENT,203_PLOT_COUNT,1203_AVGANNGROSSGROWTHSAWTMBR_BRDFT,1203_SE,1203_SE_PERCENT,1203_PLOT_COUNT,227_AVGREMOVALSAWTMBR_BRDFT,227_SE,227_SE_PERCENT,227_PLOT_COUNT,98_CARBONLIVEABOVEGRND_MT,98_SE,98_SE_PERCENT,98_PLOT_COUNT
55111,WI,Sauk,523027.16,38749.86,7.41,170,191207.53,21929.42,11.47,77,1071313314.88,174466351.77,16.29,64,372711605.76,51340159.67,13.77,76,31754395.87,6091195.53,19.18,69,41473454.58,6385631.13,15.40,70,6402034.26,2875720.73,44.92,6.0,4668433.04,627926.76,13.45,77
55113,WI,Sawyer,851262.46,48512.00,5.70,277,651863.96,41306.35,6.34,234,3332928161.45,319460887.20,9.58,196,1118013611.39,85591219.65,7.66,229,104884692.71,10641128.34,10.15,197,126701361.59,10972089.08,8.66,197,24344276.99,6126651.71,25.17,24.0,13348067.72,975207.22,7.31,234
55115,WI,Shawano,585901.87,38664.71,6.60,189,283303.76,27648.61,9.76,105,1554147492.50,216293041.29,13.92,92,516803777.62,60537276.89,11.71,100,58697296.26,8137283.89,13.86,90,68236794.89,8562201.96,12.55,90,25464052.59,8002880.58,31.43,20.0,5756727.09,651197.22,11.31,105
55117,WI,Sheboygan,328000.07,30747.99,9.37,109,78602.54,14041.62,17.86,35,516008927.15,104334374.27,20.22,30,172227152.07,32585217.72,18.92,35,13372856.18,3794274.00,28.37,29,18065812.94,3817746.74,21.13,29,1081120.31,850815.18,78.7,3.0,2067135.26,392305.92,18.98,35
55119,WI,Taylor,665383.29,44010.04,6.61,209,406463.68,33292.56,8.19,147,1543718527.61,188543756.91,12.21,108,609663593.37,59165561.72,9.70,144,46896105.53,6398366.58,13.64,109,58524523.44,6779757.06,11.58,110,7226390.94,5639525.49,78.04,6.0,7703334.83,705524.80,9.16,147
55121,WI,Trempealeau,489236.86,37555.80,7.68,156,162874.78,20394.10,12.52,70,748969036.83,151034706.07,20.17,55,272048364.24,45105143.81,16.58,69,30411789.20,5923247.31,19.48,55,35500277.41,6286106.46,17.71,55,917167.52,753275.52,82.13,2.0,3405031.56,501636.70,14.73,70
55123,WI,Vernon,523101.06,38751.31,7.41,167,236982.70,24882.13,10.50,90,1202956867.06,192632223.90,16.01,72,403633551.09,52152866.73,12.92,90,19152634.35,6193387.07,32.34,72,43493588.28,6010953.16,13.82,72,19046108.25,9590532.54,50.35,10.0,5124462.14,632256.53,12.34,90
55125,WI,Vilas,628202.60,40364.88,6.43,213,483723.54,34354.53,7.10,182,3272530137.04,312094477.01,9.54,161,935701892.88,79154680.36,8.46,180,70634146.35,8465323.51,11.98,161,95207399.38,8503940.14,8.93,162,16003450.01,4771993.52,29.82,19.0,10212777.64,836658.25,8.19,182
55127,WI,Walworth,379661.53,33027.52,8.70,127,46043.26,10436.43,22.67,23,189007476.85,60979296.05,32.26,16,66628219.95,16867144.00,25.32,22,5794740.27,2994879.54,51.68,16,8690606.66,2904381.32,33.42,16,3384955.03,2645363.54,78.15,2.0,830923.25,202035.41,24.31,23
55129,WI,Washburn,546542.26,40115.12,7.34,173,381220.46,32193.26,8.44,140,1209583604.87,138513003.68,11.45,112,486914486.22,48190892.84,9.90,135,42427067.32,6126326.74,14.44,116,56825336.52,6204433.23,10.92,116,33831978.95,9003569.33,26.61,21.0,6267200.66,602462.72,9.61,140
55131,WI,Washington,274330.27,28311.53,10.32,92,51007.39,11012.12,21.59,27,213445843.42,78671631.17,36.86,20,71885543.97,21420533.37,29.80,25,3990596.71,2350978.00,58.91,19,6862291.75,2054582.56,29.94,19,,,,,914380.06,268105.44,29.32,27
55133,WI,Waukesha,375758.62,32961.96,8.77,125,63175.52,12646.44,20.02,28,419677509.24,108312132.65,25.81,28,134828178.79,29407498.05,21.81,28,7249577.92,2540727.26,35.05,25,12707239.27,3129067.49,24.62,25,,,,,1565994.07,341674.69,21.82,28
55135,WI,Waupaca,484734.10,38240.97,7.89,148,213242.86,24382.30,11.43,74,1420251962.71,219396439.83,15.45,68,442398562.34,59346433.92,13.41,74,46107389.26,7985315.06,17.32,67,56114013.46,8518140.07,15.18,67,15705779.4,4650278.93,29.61,15.0,4805279.78,623755.24,12.98,74
55137,WI,Waushara,390945.33,34420.58,8.80,122,160164.17,21505.39,13.43,56,614058299.34,134468141.16,21.90,44,208105473.12,36229615.65,17.41,55,19400323.47,4820413.24,24.85,45,28125576.76,5042323.81,17.93,45,11491066.78,5695211.68,49.56,6.0,2475605.79,403073.04,16.28,56
55139,WI,Winnebago,384814.93,32651.70,8.49,125,29870.08,8954.08,29.98,14,101097821.66,39735500.09,39.30,11,38853550.81,12896371.90,33.19,13,5546674.84,1899993.11,34.25,12,6032713.05,1952912.34,32.37,12,2649293.46,2654756.47,100.21,1.0,489164.75,165170.62,33.77,14
55141,WI,Wood,531007.62,39739.29,7.48,168,244985.92,25827.67,10.54,91,1408919776.70,211623754.68,15.02,70,425974344.06,57342772.38,13.46,88,41948984.47,8200366.83,19.55,71,54794131.70,8423985.50,15.37,71,11294990.54,3903682.91,34.56,12.0,4977660.31,655347.99,13.17,91
